y,xtrue
-0.13190906957695134,0.1
1.0553902102485941,0.2
0.7967616711335215,0.30000000000000004
2.252824093057794,0.4
0.2584381577967739,0.5
1.5372448627021573,0.6
-1.276813019281842,0.7
-1.6411459685604526,0.7999999999999999
1.0883656057835096,0.8999999999999999
-0.27972957550280675,0.9999999999999999
0.37011507962206397,1.0999999999999999
1.2730036022342506,1.2
1.9103442420756225,1.3
1.0928879955852633,1.4000000000000001
0.41880717696577585,1.5000000000000002
1.0495757104736647,1.6000000000000003
1.1355425509192256,1.7000000000000004
-0.04709741544676316,1.8000000000000005
-0.18016429538773449,1.9000000000000006
1.3314080030829063,2.0000000000000004
0.11542300502506286,2.1000000000000005
-0.13697485188230019,2.2000000000000006
2.2518527642027135,2.3000000000000007
1.0627087342030026,2.400000000000001
1.7389460430583854,2.500000000000001
0.9690010760100307,2.600000000000001
1.7427703114421034,2.700000000000001
-0.0862503899581919,2.800000000000001
3.5552352873912367,2.9000000000000012
0.6365278297680044,3.0000000000000013
3.461020990903458,3.1000000000000014
1.1244768122703186,3.2000000000000015
2.107971553840439,3.3000000000000016
2.546934935288122,3.4000000000000017
1.6798480711495698,3.5000000000000018
2.0361415509550036,3.600000000000002
1.039754649650975,3.700000000000002
2.581951281758198,3.800000000000002
2.461846208971384,3.900000000000002
2.6811673531799993,4.000000000000002
1.673208985603372,4.000000000000002
0.6717687155318559,4.000000000000002
1.236054809435211,4.000000000000002
3.4594516739859547,4.000000000000002
0.8267237345255045,4.000000000000002
1.9352283565172412,4.000000000000002
3.445693864302629,4.000000000000002
1.9448281969197267,4.000000000000002
3.523428242023563,4.000000000000002
4.09955031025442,6.000000000000002
4.361060515200249,6.000000000000002
4.1301892165124725,6.000000000000002
1.6654977750163171,6.000000000000002
4.114542054939574,6.000000000000002
3.371954214989592,6.000000000000002
3.434469080567583,6.000000000000002
2.4044455645815113,6.000000000000002
4.058910549437525,6.000000000000002
4.160579389761708,6.000000000000002
2.7575495953558367,6.000000000000002
2.7220399809326876,6.000000000000002
2.39280540730399,6.000000000000002
1.9329465173064115,6.000000000000002
3.960498208562694,6.000000000000002
3.3371086197757998,6.000000000000002
4.177643992842206,6.000000000000002
5.0929557544552075,6.000000000000002
1.942150812686257,6.000000000000002
1.8167404920799308,6.000000000000002
3.9254525231815145,6.150000000000002
3.7451196887062617,6.3000000000000025
4.835206468352162,6.450000000000003
4.793223407027943,6.600000000000003
5.616577520485013,6.7500000000000036
3.7156792359166597,6.900000000000004
3.523223947302588,7.050000000000004
3.6332026349711994,7.200000000000005
3.595597474177556,7.350000000000005
3.5422235163481455,7.500000000000005
7.394021175718903,8.500000000000005
5.169341440756866,8.500000000000005
4.764283988789337,8.500000000000005
4.531828555502459,8.500000000000005
4.553421737203615,8.500000000000005
5.1485400215607084,8.500000000000005
4.582608917160577,8.500000000000005
4.12437924933188,8.500000000000005
4.2002682480909685,8.500000000000005
5.192733167592108,8.500000000000005
3.980854177304064,8.500000000000005
5.3261337194433045,8.500000000000005
3.9401808052229548,8.500000000000005
4.035203829045005,8.500000000000005
4.775386577436785,8.500000000000005
5.673632090933116,8.500000000000005
5.319621705611326,8.500000000000005
4.912598380814126,8.500000000000005
4.7755879042893,8.500000000000005
4.380849242509732,8.500000000000005
4.87588903244925,8.500000000000005
